Unnamed: 0,image size,condition,elapsed time (mm:ss),donor,signal_threshold,avg. direction,mode direction,std. deviation,abs. deviation,replicate
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z10c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,105.507,168,37.568,28.607,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z20c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,104.976,168,38.067,29.145,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z30c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,99.781,168,40.202,31.469,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z40c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,95.665,168,41.945,33.442,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z50c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,95.619,168,41.456,32.847,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z60c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,94.586,168,41.714,33.134,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z70c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,97.079,168,41.279,32.508,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z80c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.46,168,41.729,33.246,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i1z90c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,97.6,168,40.718,32.041,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,102.832,168,38.646,29.789,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z20c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,102.347,168,39.006,30.251,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z30c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,97.785,168,41.243,32.719,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z40c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.382,168,43.309,35.109,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z50c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.803,168,42.171,33.76,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z60c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.046,168,42.606,34.182,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z70c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.879,168,42.685,34.284,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z80c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,92.876,168,43.124,34.858,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1-Image Export-02_i2z90c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,94.595,168,41.965,33.598,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z010c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,96.647,168,39.715,31.153,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z020c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,97.909,168,39.538,30.928,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z030c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,94.504,168,39.824,31.265,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z040c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,95.015,168,40.49,32.001,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.104,168,40.535,32.071,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,91.982,168,41.468,33.009,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,92.909,168,40.983,32.392,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z080c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,92.381,168,42.089,33.73,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i1z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,95.167,168,39.331,30.758,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,95.91,168,39.094,30.517,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,96.954,168,40.135,31.434,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.327,168,41.178,32.681,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z080c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,93.746,168,41.701,33.375,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,98.987,168,39.049,30.349,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R1_2-Image Export-01_i2z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,98.189,168,37.522,28.942,fkt20__R1
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z010c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,96.073,152,41.956,33.928,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z020c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,104.818,168,33.939,26.039,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z030c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,106.466,168,32.194,24.224,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z040c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,100.064,168,34.447,26.397,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,100.711,168,31.775,23.879,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,100.361,168,30.812,22.99,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,91.326,172,32.016,24.086,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z080c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,83.148,172,30.96,23.112,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,70.271,8,29.341,21.644,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,74.224,8,30.176,22.371,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z110c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,67.305,8,28.793,21.09,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z120c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,59.929,8,28.808,20.893,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z130c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,55.049,8,30.125,21.879,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i1z140c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,54.295,8,29.659,21.379,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z010c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,103.428,152,41.035,32.795,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z020c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,109.52,168,33.829,25.747,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z030c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,102.857,168,34.671,26.626,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z040c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,97.694,152,41.12,33.259,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,97.008,168,33.985,25.922,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,98.778,168,32.442,24.48,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,89.959,172,34.331,26.317,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z080c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,1.6875,84.692,8,32.707,24.936,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,79.738,172,30.515,22.683,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,71.064,8,30.898,23.048,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z110c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,69.987,8,30.774,22.855,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z120c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,62.386,8,31.001,22.857,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z130c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,54.634,8,31.464,22.866,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2-Image Export-05_i2z140c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,3,59.45,8,31.123,22.888,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z020c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,62.202,8,34.924,25.974,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z030c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,49.845,8,31.57,22.49,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z040c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,53.803,8,32.775,23.759,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z050c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,46.189,8,29.9,21.108,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z060c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,2.25,44.385,8,31.101,21.775,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,45.298,8,31.132,21.99,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z080c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,39.362,8,28.204,19.54,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z090c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,41.444,8,28.844,20.217,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i1z100c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,44.517,12,31.182,22.274,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z010c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,79.478,8,41.681,33.436,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z020c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,71.977,8,39.072,30.571,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z030c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,70.706,8,38.005,29.474,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z040c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,65.362,8,36.156,27.44,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,60.246,8,35.753,26.673,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,20,2.25,59.258,8,35.886,26.801,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z070c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,50.872,8,31.666,22.878,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z080c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,56.756,8,33.265,24.382,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z090c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,50.474,12,33.09,24.144,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_2-Image Export-03_i2z100c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,48.508,8,32.48,23.546,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i1z20c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,43.853,12,31.641,22.453,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i1z30c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,42.457,12,30.929,21.982,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i1z40c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,37.557,8,28.695,19.963,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i1z50c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,40.349,12,29.918,21.134,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i1z60c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,41.2,12,30.211,21.417,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i2z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,66.217,8,38.961,30.436,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i2z20c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,59.568,8,36.989,28.317,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i2z30c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,54.02,8,34.598,25.796,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i2z40c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,53.044,12,34.508,25.736,fkt20__R2
20241115 bMyoB fkt20 P3_1_5'0_5' R2_3-Image Export-04_i2z50c1-2.tif,"(1920, 1920)",90s-30s,0:02,20,3,53.519,8,34.532,25.814,fkt20__R2
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,20,3,85.954,8,37.872,29.631,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,20,3,84.766,8,37.833,29.488,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,76.502,8,34.809,26.344,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z100c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,74.376,8,34.62,26.312,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z110c1-2.tif,"(1920, 1920)",2h,0:02,20,3,72.122,8,32.618,24.339,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z120c1-2.tif,"(1920, 1920)",2h,0:02,20,3,66.403,8,31.94,23.582,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i1z130c1-2.tif,"(1920, 1920)",2h,0:02,20,3,61.635,8,32.168,23.536,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z060c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,76.909,8,36.051,27.739,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,20,3,83.404,8,35.975,27.666,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z080c1-2.tif,"(1920, 1920)",2h,0:02,20,3,81.113,8,36.635,28.244,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,80.355,8,35.158,26.873,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,73.455,8,34.207,25.91,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z110c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,73.39,8,33.628,25.189,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z120c1-2.tif,"(1920, 1920)",2h,0:02,20,3,69.387,8,31.927,23.67,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1-Image Export-08_i2z130c1-2.tif,"(1920, 1920)",2h,0:02,20,3,62.015,8,32.112,23.616,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z060c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,76.932,8,37.473,28.88,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,84.304,8,38.828,30.466,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,20,3,87.316,8,37.923,29.726,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,79.318,8,35.867,27.448,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z100c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,82.274,8,36.196,27.893,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z110c1-2.tif,"(1920, 1920)",2h,0:02,20,3,79.23,8,36.394,28.067,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z120c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,81.36,8,37.952,29.66,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z130c1-2.tif,"(1920, 1920)",2h,0:02,20,3,77.163,8,37.443,29.101,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z140c1-2.tif,"(1920, 1920)",2h,0:02,20,3,76.25,8,37.67,29.445,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z150c1-2.tif,"(1920, 1920)",2h,0:02,20,3,75.024,8,38.182,29.948,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z160c1-2.tif,"(1920, 1920)",2h,0:02,20,3,75.973,8,37.365,29.27,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z170c1-2.tif,"(1920, 1920)",2h,0:02,20,3,66.757,8,37.941,29.666,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i1z180c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,70.882,16,39.338,31.09,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z050c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,78.774,8,39.01,30.603,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z060c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,75.846,8,37.366,28.732,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,79.651,8,38.15,29.606,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z080c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,84.156,8,38.342,30.122,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,78.537,8,36.673,28.278,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,81.263,8,36.755,28.387,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z110c1-2.tif,"(1920, 1920)",2h,0:02,20,3,81.182,8,37.365,29.128,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z120c1-2.tif,"(1920, 1920)",2h,0:03,20,2.25,81.562,8,39.358,31.076,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z130c1-2.tif,"(1920, 1920)",2h,0:02,20,3,75.788,8,39.267,30.888,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z140c1-2.tif,"(1920, 1920)",2h,0:02,20,3,79.571,8,39.899,31.662,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z150c1-2.tif,"(1920, 1920)",2h,0:02,20,3,74.136,12,40.114,31.978,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z160c1-2.tif,"(1920, 1920)",2h,0:02,20,3,73.264,12,38.979,30.731,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z170c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,70.602,12,40.088,31.749,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_2-Image Export-06_i2z180c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,67.395,16,39.585,31.049,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z010c1-2.tif,"(1920, 1920)",2h,0:02,20,3,74.116,8,34.498,26.102,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z020c1-2.tif,"(1920, 1920)",2h,0:02,20,3,68.914,8,35.064,26.308,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z030c1-2.tif,"(1920, 1920)",2h,0:02,20,3,68.456,8,33.747,25.237,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z040c1-2.tif,"(1920, 1920)",2h,0:02,20,3,65.617,8,34.668,26.021,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z050c1-2.tif,"(1920, 1920)",2h,0:02,20,3,66.428,8,34.211,25.664,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z060c1-2.tif,"(1920, 1920)",2h,0:02,20,3,76.852,8,34.621,26.284,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,20,3,77.448,8,37.399,29.153,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,20,3,72.202,8,37.132,28.9,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,75.909,8,38.518,30.426,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z010c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,75.458,8,35.19,26.941,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z020c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,67.604,8,34.529,25.917,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z030c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,67.653,8,34.696,26.127,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z040c1-2.tif,"(1920, 1920)",2h,0:02,20,3,67.326,8,33.592,25.219,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z050c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,71.122,8,33.786,25.476,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z060c1-2.tif,"(1920, 1920)",2h,0:02,20,3,72.642,8,36.06,27.613,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,20,3,76.806,8,37.556,29.299,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z080c1-2.tif,"(1920, 1920)",2h,0:02,20,3,70.583,8,38.826,30.539,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z090c1-2.tif,"(1920, 1920)",2h,0:02,20,3,75.456,8,40.072,31.787,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,20,2.25,79.435,8,41.231,32.939,fkt20__R1
20241115 bMyoB fkt20 P3_2h R1_3-Image Export-07_i2z110c1-2.tif,"(1920, 1920)",2h,0:02,20,1.6875,73.828,8,40.507,32.024,fkt20__R1
